CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,Loan_Status
1,1,0,81000,0,0,0,0,1,0
0,1,1,117000,0,0,0,1,1,0
0,0,1,157500,0,0,0,0,1,0
0,1,1,76500,0,0,1,1,2,0
1,0,0,360000,0,1,1,0,2,0
1,0,0,180000,0,0,0,1,1,0
0,0,0,162000,0,1,0,0,2,0
0,0,0,162000,0,1,0,0,2,1
1,0,0,180000,0,0,0,0,0,1
0,1,1,139050,0,0,0,1,2,0
0,1,1,90000,0,0,0,0,0,0
0,1,0,162000,0,0,0,0,0,0
1,1,0,171000,0,0,0,0,1,0
1,1,0,135000,0,0,0,1,1,0
1,1,0,495000,0,0,0,0,2,0
0,0,0,135000,0,1,0,0,1,0
0,0,0,157500,0,1,0,0,0,0
0,1,0,270000,0,0,1,0,2,0
0,1,1,270000,0,0,1,0,0,0
0,1,1,90000,0,0,0,1,1,0
0,0,0,315000,0,0,0,0,0,0
0,1,0,135000,0,1,1,0,0,0
1,0,0,225000,0,1,1,0,0,0
0,1,0,630000,0,0,1,0,2,0
1,0,0,180000,0,0,0,0,2,0
1,1,0,270000,0,0,1,0,1,0
1,1,0,337500,0,0,0,0,1,0
1,0,1,157500,0,0,0,0,2,0
0,0,0,112500,0,1,0,1,0,0
0,1,0,180000,0,1,1,0,0,0
0,1,0,202500,0,1,1,0,0,0
0,1,0,202500,0,1,1,0,0,1
0,1,0,148500,0,1,0,0,0,0
0,1,0,180000,0,0,1,1,2,0
1,0,0,207000,0,0,1,0,1,0
1,1,0,162000,0,1,0,0,2,0
1,1,0,193500,0,1,0,0,1,0
1,1,1,157500,0,0,0,1,1,0
1,1,0,225000,0,1,1,0,1,0
0,0,0,337500,0,1,0,0,0,0
0,0,0,202500,0,0,1,0,1,0
0,1,0,157500,0,1,1,0,0,0
1,1,1,112500,0,0,1,1,1,0
0,1,0,72000,0,0,0,0,1,0
0,1,1,90000,0,0,0,0,1,0
1,0,0,112500,0,0,0,1,1,0
1,1,1,360000,0,0,0,0,1,0
0,1,0,202500,0,1,1,0,2,0
0,0,0,81000,0,0,0,0,1,0
0,0,0,211500,0,0,0,0,0,0
0,0,0,112500,0,0,0,0,2,0
0,1,1,63000,0,0,0,0,2,0
1,0,1,63000,0,0,0,0,1,0
0,1,1,211500,0,0,0,0,1,0
0,0,0,720000,0,1,1,0,0,0
0,1,1,270000,0,0,1,1,2,0
0,0,0,211500,0,0,0,1,2,0
0,1,0,315000,0,0,1,0,1,0
1,1,1,180000,0,0,1,1,1,0
0,1,1,117000,0,0,0,0,1,0
0,0,1,112500,0,1,0,0,0,0
1,0,1,38250,0,0,0,0,2,0
1,0,1,99000,0,0,0,0,1,0
0,1,0,225000,0,0,0,1,0,0
0,0,0,126000,0,0,0,0,1,0
0,1,0,157500,0,1,0,0,2,0
0,0,1,292500,0,1,0,0,0,0
0,1,1,94500,0,0,0,0,1,0
1,1,1,90000,0,0,0,0,1,0
0,1,1,175500,0,1,0,0,1,0
1,1,0,225000,0,1,0,0,0,0
0,1,1,292500,0,0,1,0,2,0
0,1,1,33750,0,1,0,0,2,0
0,1,1,90000,0,1,0,0,0,0
1,1,1,382500,0,0,1,0,1,0
1,0,1,126000,0,0,0,0,1,0
0,1,0,360000,0,1,1,0,1,0
0,0,1,145350,0,0,0,0,1,0
1,1,1,121500,0,0,1,0,1,0
0,1,1,180000,0,1,0,0,1,0
1,0,0,180000,0,1,0,0,1,0
1,0,0,103500,0,0,0,0,1,0
0,1,0,173250,0,0,1,0,1,0
0,0,0,49500,0,0,0,0,2,0
0,0,0,247500,0,0,0,0,2,0
0,0,1,180000,0,1,0,0,1,0
0,1,1,180000,0,0,0,0,2,0
1,1,1,180000,0,0,0,0,2,0
0,0,1,135000,0,0,0,0,0,0
1,1,1,225000,0,0,0,0,1,0
1,1,1,360000,0,0,1,1,1,0
0,0,1,382500,0,1,0,0,0,0
1,1,1,270000,0,0,0,0,1,0
1,1,1,81000,0,0,0,1,1,0
1,0,0,405000,0,1,0,0,2,0
1,0,1,315000,0,0,0,0,1,0
1,1,1,279000,0,0,0,0,2,0
0,1,1,157500,0,1,1,0,1,0
0,1,1,135000,0,0,0,1,2,0
0,0,1,112500,0,1,0,0,1,0
1,0,1,256500,0,0,0,0,1,0
0,1,0,148500,0,0,0,0,2,0
0,0,1,90000,0,0,0,0,1,0
0,1,1,180000,0,1,1,0,1,0
1,1,0,144000,0,1,0,0,1,0
0,1,1,157500,0,1,0,0,2,0
0,0,1,112500,0,0,0,0,2,0
1,0,1,180000,0,0,0,1,2,0
0,0,1,202500,0,0,0,0,0,0
1,0,0,166500,0,0,0,0,0,0
1,0,0,135000,0,0,1,0,2,0
1,0,0,531000,0,1,0,0,0,0
0,1,0,94500,0,1,1,0,2,0
1,1,0,225000,0,0,1,0,1,0
0,0,1,675000,0,1,1,0,1,0
0,1,0,85500,0,0,0,0,2,0
0,1,0,360000,0,0,0,0,2,0
0,1,0,94500,0,0,0,0,1,0
1,1,1,135000,1,1,1,1,2,0
0,1,0,63000,0,0,1,0,2,0
1,0,1,90000,0,0,1,1,1,0
0,1,0,162000,0,0,0,1,2,0
1,1,0,315000,0,0,1,1,1,0
0,1,0,130500,0,0,0,0,1,0
1,0,0,270000,0,0,0,0,0,0
0,0,0,360000,0,0,0,0,1,0
1,0,1,405000,0,1,0,0,0,0
1,0,0,202500,0,0,0,1,1,0
0,0,0,180000,0,0,0,0,0,0
1,1,0,225000,0,1,0,0,2,0
0,1,0,270000,0,1,1,0,1,0
0,1,0,387000,0,0,1,0,1,0
0,1,0,90000,0,0,0,0,0,0
1,0,0,270000,0,1,1,0,0,0
0,0,0,157500,0,1,0,0,2,0
1,0,1,450000,0,0,0,0,1,0
1,0,0,270000,0,0,0,1,1,0
1,0,0,171000,0,0,0,0,0,0
0,1,0,135000,0,0,1,1,2,0
0,0,0,112500,0,1,1,0,0,0
1,0,1,130500,0,0,0,0,1,0
0,1,1,112500,0,0,0,1,1,0
0,0,0,81000,0,0,0,0,2,0
0,0,0,180000,0,1,1,0,0,0
1,0,0,166500,0,0,0,0,1,0
0,1,0,225000,0,0,1,0,1,0
1,0,1,1125000,0,0,0,1,0,0
0,1,1,247500,0,0,0,1,1,0
1,0,0,166500,0,1,1,0,0,0
1,0,1,225000,0,0,0,1,1,0
1,0,0,225000,0,0,1,1,1,0
1,0,1,283500,0,1,0,1,0,0
0,1,0,72000,0,0,1,0,2,0
0,0,1,202500,0,1,0,0,1,0
1,0,0,180000,0,0,1,0,2,0
0,1,1,36000,0,0,1,1,1,0
0,1,0,179100,0,0,0,0,1,0
1,1,0,360000,0,0,1,1,2,0
0,1,0,180000,0,1,0,0,0,0
0,0,1,216000,0,1,0,1,1,0
0,1,1,90000,0,1,1,0,2,0
0,0,0,270000,0,1,0,0,1,0
0,1,0,49500,0,0,0,0,2,0
1,0,1,81000,0,0,0,0,2,0
0,1,0,225000,0,1,0,0,0,0
1,1,0,112500,0,0,0,0,2,0
1,1,1,189000,0,0,0,0,0,0
1,0,0,315000,0,1,0,1,1,0
1,1,1,112500,0,0,0,1,1,0
1,0,0,99000,0,0,0,1,0,0
0,1,0,270000,0,1,0,0,0,0
0,1,1,180000,0,0,0,0,0,0
0,1,0,67500,0,0,0,0,0,0
0,0,0,540000,0,1,1,0,0,0
1,0,0,225000,0,1,0,0,2,0
0,1,0,90000,0,1,1,0,2,0
1,0,1,315000,0,0,0,1,0,0
0,1,0,171000,0,0,0,0,2,0
0,0,1,225000,0,0,0,0,1,0
0,1,1,135000,0,1,1,0,2,0
1,0,1,135000,0,1,0,0,0,0
1,1,0,112500,0,1,0,0,2,0
0,1,0,58500,0,0,1,0,1,0
0,0,0,108000,0,0,0,1,1,0
1,1,0,90000,0,0,1,0,1,0
0,0,0,99000,0,0,0,0,2,0
1,1,0,202500,0,0,1,0,2,0
0,0,1,180000,0,0,0,0,2,0
1,1,0,99000,0,0,1,0,1,0
0,0,0,157500,0,0,0,0,2,0
0,1,0,81000,0,0,1,0,2,0
1,1,0,67500,0,1,1,0,1,0
0,1,1,270000,0,0,0,0,2,0
0,0,0,225000,0,1,1,0,0,0
1,0,0,202500,0,0,1,0,2,0
0,1,0,99000,0,0,1,0,2,0
1,0,1,135000,0,0,1,0,1,0
1,1,0,76500,0,1,0,0,1,0
1,0,1,247500,0,0,0,1,1,0
1,0,0,216000,0,1,0,0,1,0
0,0,0,130500,0,0,0,0,1,0
0,1,1,180000,0,0,0,1,1,0
0,0,1,360000,0,0,0,0,0,0
0,1,1,157500,0,0,0,1,2,0
0,1,0,292500,0,1,1,0,1,0
1,1,1,157500,0,0,0,0,1,0
1,0,1,270000,0,1,0,0,2,0
0,0,0,76500,0,0,0,0,1,0
0,0,0,189000,0,1,1,0,2,0
0,0,1,225000,0,1,1,1,1,0
1,0,0,337500,0,1,0,0,0,0
0,1,1,180000,0,0,1,1,1,0
1,0,1,337500,0,0,1,1,1,0
0,1,1,202500,0,1,0,1,2,0
0,0,0,247500,0,0,0,0,1,0
0,0,0,189000,0,0,0,0,0,0
0,0,0,292500,0,1,1,0,2,0
1,1,1,225000,0,0,1,0,1,0
1,0,0,315000,0,1,0,0,0,0
0,0,0,162000,0,0,1,0,1,0
0,0,0,206100,0,0,0,0,2,0
1,1,0,225000,0,0,0,1,2,0
0,1,0,220500,0,0,0,0,2,0
1,0,0,405000,0,0,0,0,0,0
0,1,1,225000,0,0,1,1,2,0
1,0,0,265500,0,1,1,0,1,0
0,1,0,171000,0,0,0,0,1,0
1,1,0,99000,0,0,0,1,1,0
1,0,1,292500,0,0,1,0,1,0
0,1,0,112500,0,1,0,0,2,0
1,1,1,540000,0,1,0,0,0,0
0,1,0,148500,0,0,0,0,0,0
1,1,1,283500,0,0,0,0,0,0
1,0,0,225000,0,1,1,1,1,0
1,1,0,135000,0,1,0,0,0,0
0,1,1,112500,0,1,1,0,2,0
0,1,0,118350,0,1,0,0,1,0
0,1,0,450000,0,0,0,0,0,0
0,1,0,405000,0,1,0,0,0,0
1,0,0,180000,0,1,0,0,2,0
0,0,0,427500,0,0,0,0,2,0
0,0,0,360000,0,1,0,0,1,0
1,0,1,270000,0,1,0,1,1,0
0,1,0,112500,0,0,1,1,1,0
0,1,0,247500,0,1,1,0,2,0
0,1,0,139500,0,1,0,1,2,0
1,1,0,360000,0,0,0,0,0,0
1,1,0,63000,0,0,1,0,2,0
0,0,1,337500,0,1,0,0,2,0
1,1,0,450000,0,1,0,0,2,0
0,1,1,135000,0,1,0,0,0,0
0,1,0,108000,0,0,0,0,0,0
0,0,0,135000,0,1,0,0,2,0
0,1,0,450000,0,1,0,0,0,0
1,1,0,202500,0,1,0,0,0,0
1,1,0,270000,0,0,0,0,0,0
0,0,0,234000,0,0,0,0,1,0
1,1,1,126000,0,0,0,1,2,0
0,1,1,270000,0,0,1,0,2,0
0,1,1,67500,0,0,0,0,1,0
1,1,0,126000,0,0,0,0,1,0
1,1,0,189000,0,0,0,0,2,0
1,1,0,103500,0,0,1,0,1,0
0,0,0,135000,0,1,1,0,2,0
0,1,0,193500,0,0,1,0,1,0
0,1,0,103500,0,0,1,0,2,0
1,0,1,252000,0,0,0,0,1,0
0,1,0,81000,0,0,1,0,1,0
1,1,0,157500,0,0,1,1,0,0
1,0,0,675000,0,1,0,0,1,0
1,0,0,202500,0,1,0,0,1,0
0,1,0,153000,0,0,0,0,2,0
1,0,1,315000,0,0,0,0,0,0
0,1,0,123750,0,0,0,0,1,0
0,1,0,337500,0,1,1,0,1,0
0,0,0,360000,0,0,0,0,0,0
0,1,0,162000,0,0,1,0,1,0
0,1,0,207000,0,0,1,0,0,0
1,1,1,202500,0,1,0,0,1,0
0,0,1,247500,0,1,0,0,0,0
0,1,1,157500,0,1,0,0,1,0
0,1,1,202500,0,0,0,0,2,0
1,1,1,202500,0,0,1,1,1,0
1,0,0,130500,0,0,0,0,1,0
1,0,1,202500,0,0,0,0,2,0
0,1,0,193500,0,1,0,0,2,0
1,0,0,202500,0,0,0,0,0,0
1,0,0,193500,0,1,0,0,0,0
0,0,0,252000,0,0,0,0,2,0
0,1,1,225000,0,0,0,0,2,0
0,1,0,103500,0,0,0,0,1,0
0,0,0,108000,0,0,0,0,2,0
0,1,1,247500,0,1,0,0,2,0
1,0,0,116653,0,0,0,0,1,0
0,1,1,220500,0,0,0,0,2,0
0,1,1,265500,0,0,0,0,2,0
0,1,0,40500,0,0,0,0,2,0
0,1,1,225000,0,0,1,0,1,0
1,0,0,270000,0,1,0,0,1,0
0,0,0,270000,0,1,1,0,1,0
0,1,0,270000,0,1,0,0,2,0
1,0,0,252000,0,1,0,0,1,0
1,1,1,135000,0,1,1,1,1,0
1,0,0,126000,0,0,0,0,1,0
0,0,0,225000,0,1,0,0,1,1
0,0,0,112500,0,1,0,0,1,0
1,0,0,67500,0,0,0,0,2,0
0,0,1,247500,0,0,0,0,0,0
1,0,0,153000,0,0,0,0,1,0
1,1,1,225000,0,1,0,1,1,0
0,1,1,81000,0,1,0,0,1,0
0,0,0,133650,0,0,0,0,2,0
0,1,0,337500,0,1,0,0,1,0
1,1,1,112500,0,0,0,1,2,0
0,1,0,139500,0,0,0,0,2,0
0,1,0,180000,0,0,0,1,1,0
0,1,0,630000,0,1,1,0,0,0
1,1,0,202500,0,1,1,0,1,0
0,0,0,265500,0,1,0,1,0,0
0,0,0,265500,0,1,0,1,0,1
1,1,0,202500,0,0,1,1,2,0
0,0,0,225000,0,0,1,0,1,0
1,0,1,238500,0,1,0,1,1,0
1,0,0,108000,0,0,0,0,2,0
1,1,1,157500,0,1,0,0,0,0
0,1,1,157500,0,0,1,0,1,0
0,1,1,315000,0,0,1,1,2,0
1,0,1,202500,0,0,0,0,0,0
1,0,1,225000,0,1,0,0,1,0
0,0,1,144000,0,1,0,0,0,0
0,1,1,270000,0,0,1,1,1,0
1,0,0,324000,0,0,1,0,1,0
0,1,0,135000,0,0,1,1,1,0
1,0,1,315000,0,0,0,0,1,1
1,1,1,225000,0,1,0,0,1,0
0,1,0,189000,0,1,0,0,1,0
0,0,1,103500,0,0,0,0,1,0
0,0,0,252000,0,1,0,0,0,0
1,1,1,247500,0,0,0,0,1,0
1,1,1,270000,0,0,0,1,1,0
0,1,1,153000,0,0,1,1,2,0
0,1,1,189000,0,1,0,0,0,0
1,0,1,202500,0,0,0,1,1,0
0,1,1,112500,0,1,0,1,1,0
1,0,1,405000,0,1,0,1,2,0
1,0,1,202500,0,1,0,1,0,0
1,0,0,351000,0,0,0,0,1,0
1,0,1,157500,0,0,1,0,1,0
1,1,1,171000,0,0,0,0,1,0
0,0,1,441000,0,0,0,0,1,0
0,1,0,227250,0,0,0,0,1,0
0,0,0,180000,0,0,0,1,2,0
0,0,1,112500,0,0,0,0,1,0
0,1,1,144000,0,1,1,0,2,0
1,1,0,292500,0,1,0,0,0,0
1,0,0,144000,0,1,0,0,2,0
1,0,1,225000,0,1,0,0,0,0
0,1,1,103500,0,0,0,0,2,0
0,0,1,540000,0,1,0,0,1,0
0,1,1,202500,0,0,1,0,2,0
1,0,1,180000,0,1,0,0,0,0
0,0,1,117000,0,0,0,0,1,0
1,1,1,112500,0,0,1,0,1,0
1,0,1,180000,0,0,1,0,1,0
0,1,0,90000,0,1,0,0,2,0
0,1,1,382500,0,0,0,0,1,0
0,0,1,360000,0,1,0,0,2,0
0,1,0,63000,0,0,0,0,2,0
0,0,0,99000,0,1,0,0,2,0
0,0,0,315000,0,0,0,1,0,0
0,1,1,450000,0,0,0,0,0,0
0,0,1,81000,0,0,0,0,1,0
0,0,0,90000,0,0,0,0,0,0
0,1,1,99000,0,0,0,0,1,0
0,1,0,270000,0,1,1,1,0,0
0,1,0,292500,0,1,0,0,2,0
1,1,1,382500,0,0,0,1,0,0
0,0,1,225000,0,1,0,0,0,0
1,0,0,90000,0,0,0,0,2,0
1,0,0,117000,0,0,0,0,1,0
0,0,0,121500,0,0,0,0,2,0
1,1,1,135000,0,1,0,1,2,0
0,0,0,193500,0,1,0,0,1,0
1,1,1,90000,0,1,1,1,1,0
0,1,0,166500,0,1,0,0,2,0
0,1,1,202500,0,1,0,1,0,0
1,0,0,450000,0,1,0,0,2,0
0,1,0,193500,0,0,1,0,2,0
0,0,0,135000,0,0,0,1,2,0
0,1,0,405000,0,1,1,0,0,0
0,0,0,216000,0,1,0,0,1,0
0,1,0,270000,0,1,1,0,0,0
0,1,1,135000,0,0,1,1,2,0
1,0,0,427500,0,0,0,0,0,0
0,1,0,51750,0,0,0,0,1,0
1,0,0,900000,0,1,0,0,1,0
0,0,0,517500,0,1,0,0,2,0
0,0,0,396000,0,1,0,0,0,0
1,0,0,225000,0,0,1,0,2,0
1,1,0,65250,0,0,0,0,2,0
1,1,0,108000,0,0,0,0,2,0
0,1,0,139500,0,0,1,0,2,0
1,1,1,90000,0,0,0,1,2,0
0,1,0,103500,0,1,0,0,2,0
0,1,0,189000,0,0,1,0,1,0
0,1,0,72000,0,0,0,0,2,0
1,1,0,247500,0,1,1,0,2,0
1,0,0,252000,0,1,0,0,0,0
0,0,0,121500,0,0,0,0,1,0
1,0,0,810000,0,0,0,0,1,0
1,0,0,117000,0,0,0,0,2,0
0,1,1,112500,0,1,1,0,0,0
0,0,0,261000,0,0,0,1,2,0
0,0,0,171000,0,0,0,0,0,0
0,0,1,90000,0,0,1,0,2,0
1,0,0,108000,0,1,0,0,1,0
1,0,0,72000,0,0,1,0,2,0
0,1,0,261000,0,0,0,0,2,0
1,0,0,405000,0,0,0,0,1,0
0,1,0,121500,0,0,1,0,2,0
0,1,0,121500,0,0,1,0,2,1
0,1,0,315000,0,1,1,0,1,0
1,1,1,117000,0,0,0,1,2,0
0,1,0,382500,0,0,0,0,2,0
0,0,0,148500,0,0,0,1,1,0
0,1,1,225000,0,1,0,0,0,0
0,1,0,360000,0,1,0,0,0,0
1,1,0,112500,0,1,0,0,1,0
0,1,1,180000,0,0,1,0,2,0
0,1,0,234000,0,1,0,0,2,0
0,1,1,135000,0,1,0,0,2,0
0,0,0,157500,0,0,0,1,2,0
0,0,1,292500,0,1,0,0,1,0
0,1,0,135000,0,1,1,1,0,0
1,1,0,234000,0,0,0,1,1,0
0,1,0,207000,0,0,0,0,2,0
0,0,0,135000,0,0,0,0,1,1
0,0,0,108000,0,0,0,0,1,0
0,1,1,225000,0,0,0,0,0,0
1,0,1,270000,0,1,0,1,0,0
0,0,0,178650,0,1,1,0,2,0
1,1,0,171000,0,1,0,1,1,0
0,1,1,63000,0,1,0,0,1,0
1,1,1,360000,0,0,0,1,1,0
1,0,0,157500,0,0,0,0,0,0
0,1,0,337500,0,0,1,0,2,0
0,1,0,162000,0,1,0,0,0,0
0,1,0,274500,0,1,0,0,2,0
0,1,0,165600,0,0,1,0,2,0
0,1,0,148500,0,0,0,0,1,0
0,1,1,225000,0,1,0,1,2,0
0,0,0,112500,0,1,0,0,0,0
1,1,0,180000,0,0,0,0,2,0
1,0,0,450000,0,0,0,0,2,0
1,0,0,144000,0,0,0,1,0,0
1,1,0,148500,0,0,1,0,1,0
0,0,0,252000,0,0,0,0,1,0
0,1,0,49500,0,0,1,0,2,0
0,0,1,292500,0,0,0,0,1,0
1,0,0,256500,0,1,0,1,1,0
0,1,0,144000,0,0,1,0,1,0
1,1,0,117000,0,0,0,0,2,0
1,1,0,292500,0,0,0,0,1,0
1,1,0,117000,0,0,0,0,1,0
0,1,1,144000,0,0,1,1,2,0
1,1,0,144000,0,0,0,0,2,0
0,1,1,112500,0,0,1,1,1,0
0,1,1,135000,0,1,0,1,1,0
1,0,0,94500,0,0,1,0,1,0
0,0,0,180000,0,1,1,0,2,0
0,0,1,405000,0,1,1,0,0,0
0,1,1,202500,0,0,1,1,1,0
0,1,0,126000,0,0,1,0,2,0
0,1,1,69750,0,0,0,1,1,0
1,1,0,94500,0,0,0,0,2,0
1,0,0,382500,0,0,1,0,1,0
0,0,0,103500,0,1,1,0,1,0
0,1,1,45000,0,0,1,0,2,0
0,1,0,405000,0,0,0,0,2,0
0,0,0,90000,0,0,1,0,2,0
1,0,0,180000,0,0,1,0,1,0
0,1,0,252000,0,0,1,0,2,0
1,1,0,46948,0,0,1,0,2,0
0,1,0,270000,0,0,1,0,0,0
0,1,0,247500,0,0,0,0,1,0
1,0,1,337500,0,1,0,0,0,0
0,0,0,270000,0,1,1,0,2,0
0,1,0,157500,0,1,1,1,0,0
0,1,0,225000,0,0,0,0,2,0
1,0,0,148500,0,1,0,0,1,0
0,1,0,225000,0,1,1,0,2,0
1,1,0,256500,0,0,0,0,1,0
0,1,0,225000,0,0,0,1,1,0
0,0,0,67500,0,0,0,0,0,0
0,1,0,153000,0,1,0,0,1,0
0,1,0,85500,0,0,0,0,1,0
1,1,0,616500,0,1,0,0,0,0
1,1,0,247500,0,0,0,0,1,0
0,1,0,288000,0,0,0,0,2,0
1,1,0,148500,0,0,0,0,2,0
0,1,0,225000,0,1,0,1,1,0
0,1,0,306000,0,0,1,0,1,0
0,1,0,144000,0,1,1,0,1,0
1,0,0,810000,0,1,1,0,2,0
0,1,0,58500,0,0,0,0,2,0
0,1,0,207000,0,1,0,0,2,0
1,0,0,162000,0,0,0,0,2,0
0,1,0,83250,0,0,0,0,2,0
0,1,0,81000,0,1,0,0,2,0
1,0,0,180000,0,1,0,1,2,0
0,0,1,360000,0,1,0,0,0,0
0,0,1,112500,0,0,0,0,0,0
0,1,1,126000,0,1,1,0,2,0
0,0,0,112500,0,0,0,1,1,0
1,1,1,378000,0,1,0,0,0,0
0,1,1,89550,0,0,1,0,2,0
0,1,1,270000,0,0,1,0,1,0
0,1,1,189000,0,1,1,0,0,0
1,1,1,202500,0,1,0,0,0,0
1,0,1,540000,0,0,0,0,0,0
1,1,1,315000,0,1,0,0,0,0
0,0,1,450000,0,1,1,0,0,0
0,1,1,234135,0,1,0,0,0,0
0,0,1,202500,0,1,0,0,2,0
0,0,1,270000,0,0,1,1,0,0
0,0,1,247500,0,1,1,0,0,0
1,1,1,126000,0,0,0,0,2,0
1,0,1,450000,0,0,0,0,0,0
0,1,1,171000,0,0,0,0,1,0
1,0,1,360000,0,0,0,0,2,0
1,1,1,180000,0,0,0,1,0,0
1,1,1,166500,0,0,0,0,2,0
0,0,1,315000,0,0,0,1,1,0
0,1,1,216000,0,0,1,0,1,0
0,1,1,157500,0,0,0,0,0,0
0,1,1,117000,0,1,0,0,1,0
1,0,1,85500,0,0,0,0,1,0
1,0,1,202500,0,0,1,0,0,0
0,1,1,94500,0,0,0,0,2,0
0,1,1,202500,0,0,1,1,2,0
0,1,1,72000,0,0,0,0,0,0
1,0,1,126000,0,0,0,0,2,0
1,1,1,135000,0,0,0,0,2,0
0,1,1,315000,0,0,0,0,1,0
1,0,1,360000,0,1,1,0,0,0
0,1,1,85500,0,0,0,0,2,0
0,1,0,81000,0,1,0,0,1,0
1,1,0,90000,0,1,0,0,1,0
1,0,1,225000,0,1,0,0,2,0
1,0,0,202500,0,0,1,0,0,0
1,1,1,166500,0,0,1,1,1,0
0,1,0,270000,0,1,1,0,2,0
0,1,1,76500,0,0,0,1,1,0
0,1,0,382500,0,1,0,0,2,0
0,1,1,148500,0,0,0,1,2,0
0,1,0,279000,0,0,0,1,1,0
1,0,0,157500,0,1,0,1,0,0
1,1,1,135000,0,0,0,0,1,1
1,1,0,42300,0,0,0,0,2,0
1,0,0,405000,0,0,1,0,1,0
0,1,0,121500,0,1,1,0,2,0
0,1,0,189000,0,0,0,0,1,0
1,0,0,184500,0,0,0,0,1,0
0,1,0,166500,0,0,1,0,2,0
0,1,0,126000,0,1,0,0,2,0
0,1,1,202500,0,1,0,0,0,0
0,1,0,247500,0,0,1,0,2,0
0,1,1,74061,0,0,1,0,1,0
0,1,0,175950,0,0,0,0,2,0
0,0,0,292500,0,1,0,1,2,0
1,0,1,103500,0,0,0,1,1,0
1,1,1,225000,0,1,0,1,0,0
0,1,0,130500,0,0,1,0,0,0
1,1,0,202500,0,0,0,0,0,0
1,0,1,360000,0,1,0,0,2,0
0,1,1,90000,0,0,1,0,0,0
1,0,0,540000,0,1,1,0,2,0
0,0,1,67500,0,0,0,0,1,0
0,1,0,166500,0,1,1,0,2,0
0,1,0,175500,0,1,0,0,0,0
0,1,0,153000,0,1,0,0,0,0
1,0,0,168750,0,1,0,0,0,0
1,1,0,112500,0,0,0,0,0,0
1,1,1,148500,0,0,1,1,1,0
1,0,0,472500,0,1,0,0,0,0
1,0,1,135000,0,0,0,0,2,0
1,0,1,90000,0,0,0,0,2,0
0,0,0,450000,0,1,0,0,0,0
0,1,0,69750,0,0,0,0,2,0
0,0,0,175500,0,0,0,0,1,0
0,1,0,256500,0,1,0,0,0,0
0,1,0,121500,0,0,0,0,0,0
1,1,0,67500,0,0,0,0,1,0
0,0,0,139500,0,0,0,0,2,0
0,1,1,202500,0,1,1,0,1,0
0,1,0,157500,0,0,1,0,0,0
0,1,1,47250,0,0,0,0,2,0
0,1,1,81000,0,0,0,0,2,0
1,0,1,202500,0,0,1,1,1,0
0,1,1,112500,0,1,1,0,1,0
0,0,1,292500,0,0,0,1,1,0
1,0,0,292500,0,1,0,0,1,0
0,1,0,391500,0,0,1,0,0,0
0,1,0,162000,0,0,1,0,2,0
1,0,1,315000,0,0,0,1,1,0
0,0,1,202500,0,0,0,0,2,0
0,1,0,177012,0,0,0,1,2,0
0,0,0,270000,0,1,0,0,2,0
0,0,1,180000,0,0,0,1,1,0
0,1,0,85500,0,0,1,0,2,0
1,1,0,270000,0,1,0,0,2,0
0,0,0,162000,0,0,0,0,0,0
1,0,0,265500,0,0,0,0,1,0
0,1,0,135000,0,0,1,0,2,1
0,1,0,180000,0,1,1,0,2,0
1,0,0,189000,0,0,0,0,2,0
0,0,0,180000,0,1,1,1,1,0
0,0,0,126000,0,0,1,0,1,0
0,1,0,193500,0,1,0,0,0,0
0,1,1,405000,0,1,0,1,0,0
1,1,1,202500,0,0,0,1,1,0
1,0,1,180000,0,1,0,1,1,0
0,1,0,85500,0,0,1,0,1,0
0,1,0,144000,0,1,0,0,2,0
0,1,0,238500,0,1,0,0,1,0
0,1,0,117000,0,0,1,0,2,0
1,1,0,360000,0,1,1,0,0,0
0,1,0,337500,0,1,1,0,0,0
0,0,1,157500,0,0,1,0,2,0
0,0,0,405000,0,0,0,0,1,0
0,1,0,166500,0,1,1,0,1,0
0,1,1,99000,0,0,1,0,2,0
0,1,0,243000,0,0,0,0,2,0
0,0,0,382500,0,0,0,0,1,0
0,0,0,135000,0,0,0,1,1,0
1,0,0,166500,0,0,0,0,2,0
1,0,1,270000,0,0,0,1,1,0
0,1,1,364500,0,0,0,0,1,0
0,1,1,144000,0,0,0,0,1,0
0,0,0,247500,0,1,0,0,1,0
0,1,0,220500,0,0,0,0,1,0
1,0,1,135000,0,0,0,1,1,0
1,1,1,166500,0,0,1,0,1,0
1,0,1,225000,0,0,1,0,1,0
1,1,0,103500,0,0,0,0,2,0
0,1,1,315000,0,0,0,0,2,0
0,1,0,265500,0,1,0,0,0,0
0,0,0,661500,0,1,0,0,0,0
0,1,0,216000,0,0,0,1,2,0
1,1,0,135000,0,1,0,0,1,0
0,0,0,54000,0,0,0,0,2,0
1,1,1,180000,0,0,1,0,1,0
1,1,0,54000,0,0,0,0,2,0
1,1,0,225000,0,1,0,0,1,0
0,1,1,225000,0,0,0,1,2,0
0,0,1,240750,0,0,0,1,1,0
0,1,1,247500,0,0,0,0,2,0
1,1,0,337500,0,0,1,0,2,0
0,1,0,238500,0,0,0,0,0,0
1,0,0,193500,0,0,1,0,2,0
